ID,nome_receita,ingredientes,modo-de-preparo,ingredientes_cobertura,ingredientes_decoracao,video_receita,ingredientes_recheio,ingredientes_finalizacao,total-da-massa,total-da_cobertura,total-da_decoracao,total-da_finalizacao,total-do_recheio
3865,Bombom de Chocolate com Cookies com IREKS GOLDEN CAKE NEUTRO,"IREKS GOLDEN CAKE NEUTRO (100%, 200g); Margarina (sem sal) (33,5%, 67g); Açúcar mascavo (13%, 26g); Gema (10%, 20g)","Tempo de preparo da massa: adicionar a gema, açúcar e margarina e misturar por 1 minuto na velocidade 1 até formar um creme branco, adicionar o produto IREKS por 1 minuto na velocidade 1 (com batedor tipo leque) Peso das peças: 40 g ou no tamanho desejado Descanso das peças: 40 minutos sob refrigeração Temperatura do forno: 170°C Tempo de forneamento: 12 minutos sem vapor ou até obter o ponto (reservar os cookies para as drágeas) Drágeas: quebrar os cookies e envolva no chocolate, polvilhe cacau em pó e repita o processo Fudge: derreter o chocolate com a manteiga, misturar o leite condensado Montagem: sobre uma assadeira previamente untada e com papel manteiga espalhar as drágeas, acrescentar o fudge espalhando bem, deixe cristalizar Finalização: corte em cubos e banhe no chocolate Rendimento: 226 bombons de 45 g cada","Chocolate meio amargo (temperado) (100%, gg)",,,"Chocolate ao leite (temperado) (100%, gg); Cacau em pó 100% (33,3%, gg)","Chocolate meio amargo (100%, gg); Leite condensado (120%, gg); Manteiga (sem sal) (15,4%, gg)",313,3150,,5580,1200
3867,Entremet de Chocolate com IREKS GOLDEN SCHOKO PÃO DE LÓ | IREKS GOLDEN CREME,"IREKS GOLDEN SCHOKO PÃO DE LÓ (100%, 1000g); Ovos (60%, 600g); Água (temperatura ambiente) (20%, 200ml)","Mousse: bater o chantilly até obter o ponto firme, reservar, adicionar todos os ingredientes na batedeira exceto chantilly e o chocolate, bater por 5 minutos na velocidade 3, adicionar o chantily e bater por 1 minuto na velocidade 1, derreter o chocolate e incorporar ao preparo Tempo de preparo da massa: 1 minuto na velocidade 1, 6 minutos na velocidade 3 e mais 1 minuto na velocidade 1 (com batedor tipo globo) Peso das peças: 150 g em discos de 17 cm de diâmetro Temperatura do forno: 180°C Tempo de forneamento: 25 a 30 minutos sem vapor ou até obter o ponto Pallet de damasco: hidratar a gelatina, misturar a geleia, montar discos com 17 cm de diâmetro e levar para congelar por 2 horas Calda: misturar os ingredientes Montagem: cortar a massa ao meio. Em um aro de 20 cm de diâmetro, despejar o mousse, posicionar um disco de pão de ló no centro, umedecer com a calda, adicionar mais uma camada de mousse, posicionar o disco de pallet, adicionar o outro disco de pão de ló e completar com o mousse, alisar bem, levar para congelar por no mínimo 4 horas Glaçagem: dissolver a gelatina com 480 ml de água, derreter o chocolate, reservar ambos, adicionar em uma panela a glucose, o restante da água e o açúcar, aquecer até obter a temperatura de 85°C, mexendo sempre, fora da chama incorporar o leite condensado, acrescentar a gelatina dissolvida, mexer e verter sobre o chocolate, misturar. Emulsionar com auxílio de um mixer, evitando que formem bolhas. Passar em uma peneira por três vezes. Aguardar a temperatura de 33°C e banhar as peças congeladas Rendimento: 12 entremets de 1.612 g cada","Pallet de damasco - Geleia de damasco (pronta) (100%, gg); Gelatina incolor (0,5%, gg); Água (2,2%, mlml)","Leite condensado (100%, gg); Água (temperatura ambiente) (100%, gg)",,"IREKS GOLDEN CREME (100%, gg); Chocolate ao leite (372%, gg); Chantilly de chocolate (232,6%, gg); Leite condensado (61,7%, gg); Creme de leite (32,6%, gg); Leite em pó (14%, gg); Água (gelada) (161,7%, mlml); Leite de coco (32,6%, mlml)","Chocolate amargo (100%, gg); Glucose (100%, gg); Açúcar refinado (100%, gg); Leite condensado (66,7%, gg); Gelatina incolor (6,7%, gg); Água (90%, mlml); Suco de limão (10%, mlml)",1800,2312,1200,5680,8660
3869,Colomba Caramelo com IREKS GRAN PANETTONE C50,"Farinha de trigo especial (50%, 2500g); IREKS GRAN PANETTONE C50 (50%, 2500g); IREKS MALTE CARAMEL (2%, 100g); Margarina (com 80% de lipídios) (5%, 250g); Canela em pó (1%, 50g); Cravo em pó (0,2%, 10g); Fermento fresco (6%, 300g); Água (gelada) (45%, 2250ml)","Tempo de preparo dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Peso das peças: 398 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Fermentação: 120 minutos ou até obter o ponto Temperatura do forno: 170°C Tempo de forneamento: 35 minutos sem vapor ou até obter o ponto Ganache: em uma panela caramelize o açúcar até a cor âmbar, adicione a glucose e mexa bem, adicione o creme de leite e misture, retire do fogo, acrescente a manteiga, quando atingir a temperatura de 50°C adicione o chocolate. Seguir o mesmo processo para os dois ganaches Montagem: com auxílio de uma manga de confeitar rechear com os ganache e cobrir com o chocolate Dica: adicionar detalhes com o chocolate e finalizar com flor de sal Rendimento: 20 colombas de 1.020 g cada","Chocolate meio amargo (temperado) (100%, gg)",,,"Chocolate branco (100%, gg); Açúcar refinado (93%, gg); Creme de leite UHT 17% (temperatura ambiente) (80%, gg); Manteiga sem sal (26,5%, gg); Glucose (20%, gg); Sal (a gosto) (1%, 11)","Chocolate meio amargo (100%, gg); Açúcar (refinado) (93%, gg); Creme de leite UHT 17% (temperatura ambiente) (80%, gg); Manteiga (sem sal) (26,5%, gg); Glucose (20%, gg); Sal (a gosto) (1%, 11)",7960,6000,,3500,3500
3871,Colomba Chocolate com IREKS GRAN PANETTONE C50,"Farinha de trigo especial (50%, 2500g); IREKS GRAN PANETTONE C50 (50%, 2500g); Cacau em pó (10%, 500g); Margarina (com 80% de lipídios) (5%, 250g); Óleo vegetal (2%, 100g); Fermento fresco (6%, 300g); Água (gelada) (45%, 2250ml)","Tempo de preparo dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1, até obter o ponto de véu na velocidade 2 e mais 2 minutos na velocidade 1 (para misturar os ingredientes do recheio) Peso das peças: 400 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Fermentação: 120 minutos ou até obter o ponto Temperatura do forno: 170°C Tempo de forneamento: 35 minutos sem vapor ou até obter o ponto Ganache: aquecer o creme de leite, verter sobre o chocolate, misturar até formar um creme homogêneo, aguardar estabilizar para uso Finalização: com auxílio de uma manga de confeitar rechear com o ganache, fazer lascas com a cobertura de chocolate em média 100 g por unidade e reservar, derreter a cobertura, cobrir a colomba e decorar com as lascas Rendimento: 27 colombas de 1.122 g cada","Chocolate ao leite (50%, gg); Chocolate meio amargo (50%, gg); Creme de leite UHT 17% (94,44%, gg)",,,"Gotas de chocolate (congeladas) (100%, gg); Uvas-passas brancas (50%, gg); Nozes (quebradas) (33,3%, gg)","Chocolate meio amargo (fracionado) (100%, gg)",8400,9450,,10800,2750
3873,Colomba Especiarias com IREKS GRAN PANETTONE C50,"Farinha de trigo especial (50%, 2500g); IREKS GRAN PANETTONE C50 (50%, 2500g); IREKS MALTE CARAMEL (2%, 100g); Margarina (com 80% de lipídios) (5%, 250g); Canela em pó (1%, 50g); Cravo em pó (0,2%, 10g); Fermento fresco (6%, 300g); Água (gelada) (45%, 2250ml)","Tempo de preparo dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Peso das peças: 398 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Fermentação: 120 minutos ou até obter o ponto Acabamento: aplicar as amêndoas e peneirar o açúcar de confeiteiro Temperatura do forno: 170°C Tempo de forneamento: 35 minutos sem vapor ou até obter o ponto Ganache: aquecer o creme de leite, verter sobre o chocolate, misturar até formar um creme homogêneo, aguardar estabilizar para uso Montagem: com auxílio de uma manga de confeitar rechear com o ganache Rendimento: 20 colombas de 800 g cada","Amêndoas (laminadas) (100%, gg); Açúcar de confeiteiro (21,4%, gg)",,,,"Chocolate ao leite (50%, gg); Chocolate meio amargo (50%, gg); Creme de leite UHT 17% (94,4%, gg)",7960,1700,,7000,
3876,Colomba de Frutas com Castanha com IREKS GOLDEN PANETTONE CLÁSSICO,"Farinha de trigo especial (50%, 2500g); IREKS GOLDEN PANETTONE CLÁSSICO  (50%, 2500g); Frutas cristalizadas (30%, 1500g); Uvas-passas (15%, 750g); Castanha-do-pará (molda) (15%, 750g); Fermento fresco (6%, 300g); Água (gelada) (45%, 2250ml)","Tempo de preparo dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1, até obter o ponto de véu na velocidade 2 e mais 2 minutos na velocidade 1 (para misturar os ingredientes do recheio) Peso das peças: 550 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: colomba pascal Fermentação: 120 minutos ou até obter o ponto Finalização: aplicar a cobertura, adicionar as castanhas-de-caju e peneirar o açúcar de confeiteiro Temperatura do forno: 170°C Tempo de forneamento: 35 minutos sem vapor ou até obter o ponto Rendimento: 19 colombas de 678 g cada","Farinha de trigo (100%, gg); Farinha de caju (27%, gg); Açúcar refinado (100%, gg); Ovos (60%, gg); Manteiga (derretida) (24%, gg); Leite integral (40%, mlml)",,,,"Castanha-do-pará )moída) (100%, gg); Açúcar de confeiteiro (25%, gg)",10550,2639,,950,
3878,Ovo Brownie com IREKS BROWNIE,"IREKS BROWNIE (100%, 667g); Óleo vegetal (20%, 133g); Nozes picadas (opcional) (15%, 100g); Água (temperatura ambiente) (30%, 200ml)","Tempo de preparo da massa: 1 minuto na velocidade 1 (com batedor tipo raquete) e 2 minutos na velocidade 2 Formato: tabuleiro (utilizar forma 30 x 50 cm) Temperatura do forno: 180°C Tempo de forneamento: 25 minutos sem vapor ou até obter o ponto Ovo: preparar em moldes de 350 g as cascas, passar a borda do ovo sobre uma superfície morna, em seguida, passar nos granulados Brigadeiro: em uma panela dissolva o cacau em pó no leite condensado, em seguida, misture os demais ingredientes e leve ao fogo médio mexendo sempre até obter ponto de recheio Montagem: aplicar o brigadeiro no interior do ovo, cortar e aplicar recortes de brownie sobre o recheio e finalizar com o brigadeiro conforme a foto Rendimento: 10 ovos de 369 g cada","Granulado mesclado (100%, gg)",,,"Chocolate meio amargo (100%, gg); Cacau em pó 100% (13,95%, gg); Leite condensado (263%, gg); Creme de leite UHT 17% (132,5%, gg); Manteiga (sem sal) (21%, gg)","Chocolate meio amargo (100%, gg)",1100,30,,1500,1140
3880,Ovo Cake Cenoura com IREKS GOLDEN CAKE CENOURA,"IREKS GOLDEN CAKE CENOURA (100%, 500g); Ovos (45%, 225g); Óleo vegetal (20%, 100g); Água (temperatura ambiente) (22,4%, 112ml)","Tempo de preparo da massa: 3 minutos na velocidade 1 (com batedor tipo raquete) Formato: tabuleiro (utilizar forma 30 x 50 cm) Temperatura do forno: 160°C Tempo de forneamento: 40 minutos sem vapor ou até obter o ponto Ovo: preparar em moldes de 350 g as cascas, passar a borda do ovo sobre uma superfície morna, em seguida, passar no granulado Ganache: aquecer o creme de leite, verter sobre o chocolate, misturar até formar um creme homogêneo, aguardar estabilizar para uso Brigadeiro Gourmet: em uma panela dissolva o cacau em pó no leite condensado, em seguida, misture os demais ingredientes (exceto o granulado) e leve ao fogo médio mexendo sempre, aguardar esfriar, enrolar os brigadeiros e passar no granulado Montagem: aplicar o ganache no interior do ovo, adicionar pedaços de bolo, repetir o processo, finalizar com uma camada de ganache e farelos do bolo. Decorar com brigadeiros conforme a foto Rendimento: 11 ovos de 489 g cada","Chocolate ao leite (50%, gg); Chocolate meio amargo (50%, gg); Creme de leite UHT 17% (94,4%, gg)",,,"Chocolate meio amargo (100%, gg); Leite condensado (263%, gg); Creme de leite UHT 17% (132,5%, gg); Granulado (35,5%, gg); Manteiga (sem sal) (21%, gg); Cacau em pó 100% (14%, gg)","Chocolate meio amargo (100%, gg)",937,1431,,1500,1590
3882,Bolo de Cenoura com Brigadeiro Gourmet com IREKS GOLDEN CAKE CENOURA,"IREKS GOLDEN CAKE CENOURA (100%, 2000g); Ovos (45%, 900g); Óleo vegetal (20%, 400g); Água (temperatura ambiente) (22,5%, 450ml)","Tempo de preparo da massa: 3 minutos na velocidade 1 (com batedor tipo raquete) Peso das peças: 375 g ou no tamanho desejado (utilizar forma recheia fácil) Temperatura do forno: 160°C Tempo de forneamento: 40 minutos sem vapor ou até obter o ponto Brigadeiro Gourmet: em uma panela dissolva o cacau em pó no leite condensado, em seguida, misture os demais ingredientes e leve ao fogo médio mexendo sempre Montagem: rechear o centro do bolo com o brigadeiro, reservar. Derreter a cobertura da decoração e misturar com o xerém e após banhar as peças sobre a grade. Aguardar a secagem, finalizar com o brigadeiro conforme a foto Rendimento: 10 bolos de 680 g cada",,"Chocolate meio amargo fracionado (100%, gg); Xerém de castanha (10%, gg)",,"Chocolate meio amargo (100%, gg); Leite condensado (263%, gg); Creme de leite UHT 17% (132,5%, gg); Manteiga sem sal (21%, gg); Cacau em pó 100% (14%, gg)",,3750,,1100,,2280
3886,Babka de Chocolate com IREKS SCHOKO BRIOCHE,"IREKS SCHOKO BRIOCHE  (100%, 2000g); Ovos (gelados) (30%, 600g); Margarina (com 80% de lípidios) (15%, 300g); Fermento fresco (6%, 120g); Água (gelada) (15%, 300ml)","Recheio: derreter a manteiga e o chocolate e acrescentar o restante dos ingredientes Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Peso das peças: 280 g ou no tamanho desejado Descanso das peças: 10 minutos sob refrigeração Formato: abrir a massa, passar o recheio, enrolar, cortar ao meio e trançar Fermentação: 90 minutos ou até obter o ponto Temperatura do forno: 170°C Tempo de forneamento: 25 minutos sem vapor ou até obter o ponto Rendimento: 11 babkas de 361 g cada",,,,"Chocolate meio amargo fracionado (100%, gg); Manteiga (sem sal) (66,6%, gg); Açúcar de confeiteiro (44,4%, gg); Cacau em pó (22%, gg); Amido de milho (1,07%, gg)",,3320,,,,1100
3888,Brioche com Gotas de Chocolate com IREKS LE PAIN BRIOCHE,"IREKS LE PAIN BRIOCHE (100%, 2000g); Ovos (gelados) (30%, 600g); Gotas de chocolate (congeladas) (20%, 400g); Margarina (com 80% de lipídios) (15%, 300g); Fermento fresco  (6%, 120g); Água (gelada) (15%, 300ml)","Tempo de preparo da massa: 4 minutos na velocidade 1, até obter o ponto de véu na velocidade 2 e mais 2 minutos na velocidade 1 (para misturar as gotas de chocolate) Peso das peças: 134 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: esticar 3 peças e modelar em formato de trança Fermentação: 90 minutos ou até obter o ponto Temperatura do forno: 180°C Tempo de forneamento: 25 minutos sem vapor ou até obter o ponto Dica: se preferir modelar em formato bolinha Rendimento: 9 brioches de 372 g cada",,,,,,3720,,,,
3890,Brioche com Uvas-passas e Chocolate com IREKS GRANO BRIOCHE,"IREKS GRANO BRIOCHE (100%, 2000g); Ovos (gelados) (30%, 600g); Margarina (com 80% de lípidios) (15%, 300g); Fermento fresco (6%, 120g); Água (gelada) (20%, 400ml)","Tempo de preparo da massa: 4 minutos na velocidade 1, até obter o ponto de véu na velocidade 2 e mais 2 minutos na velocidade 1 (para misturar as uvas-passas e as gotas de chocolate) Peso das peças: 150 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: mini filão Fermentação: 90 minutos ou até obter o ponto Acabamento: fazer um corte central Temperatura do forno: 180°C Tempo de forneamento: 18 minutos sem vapor ou até obter o ponto Dica: peneirar açúcar de confeiteiro impalpável Rendimento: 29 brioches de 135 g cada",,,,"Uvas-passas (100%, gg); Gotas de chocolate (congeladas) (60%, gg)",,3420,,,,960
3892,Croissant com Chocolate com IREKS CROISSANT MANTEIGA C50,"Farinha de trigo especial (50%, 1000g); IREKS CROISSANT MANTEIGA C50 (50%, 1000g); Margarina folhada (7%, 140g); Fermento fresco (2%, 40g); Água (gelada) / gelo (em escamas)* Recomendamos usar metade da quantidade de água e outra metade de gelo (45%, 900ml)","Brigadeiro: em uma panela dissolva o cacau em pó no leite condensado, em seguida, misture os demais ingredientes e leve ao fogo médio mexendo sempre Tempo de preparo dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Montagem: abrir a massa (1ª vez) até obter uma espessura de 1 cm em mesa polvilhada com farinha, cobrir 2/3 da massa com margarina folhada, dobrar a massa de modo que toda margarina fique envolvida na massa, a parte sem margarina sobre a parte com margarina e sobre elas a terceira parte com margarina, abrir a massa (2ª vez) novamente a uma espessura de 1 cm. Dobrar a massa em 3 camadas sobrepostas, abrir a massa (3ª vez) novamente a uma espessura de 1 cm. Novamente dobrar a massa em 3 camadas sobrepostas Descanso das peças: 10 minutos, cobertas com plástico Formato: cortar a massa em triângulos (21 x 15 cm) Modelagem: com auxílio de uma manga de confeitar aplicar o brigadeiro sobre as peças e modelar em formato croissant Fermentação: 90 minutos ou até obter o ponto Temperatura do forno: 180°C Tempo de forneamento: 25 minutos com pouco vapor ou até obter o ponto Finalização: fazer a têmpera do chocolate e cobrir as peças Dica: decorar com confeitos Callebaut Rendimento: 57 croissants de 116 g cada","Chocolate ao leite (100%, gg)",,,"Chocolate meio amargo (100%, gg); Cacau em pó 100% (15%, gg); Leite condensado (263%, gg); Creme de leite UHT 17% (133%, gg); Manteiga (sem sal) (21%, gg)",,4080,1100,,,2393
3894,Pão Cuca de Chocolate com IREKS SUPERSOFT,"Farinha de trigo especial (50%, 1000g); IREKS SUPERSOFT (50%, 1000g); Manteiga (30%, 600g); Açúcar (6%, 120g); Ovos (4%, 80g); Fermento fresco (4,5%, 90g); Água (gelada) (43%, 860ml)","Tempo de preparo dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Peso das peças: 150 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: abrir a massa com auxílio de uma bilha, rechear e enrolar Fermentação: 60 minutos ou até obter o ponto Farofa/cobertura: misturar todos os ingredientes até formar uma farofa, pincelar as peças com ovos inteiros e aplicar a cobertura Temperatura do forno: 210°C Tempo de forneamento: 15 minutos sem vapor ou até obter o ponto Rendimento: 25 cucas de 234 g cada","Raspas de chocolate (100%, gg)",,,"Chocolate picado (100%, gg); Doce de leite (pastoso) (62,5%, gg)","Farinha de trigo especial (100%, gg); Açúcar (refinado) (100%, gg); Fubá amarelo (100%, gg); Manteiga (sem sal) (100%, gg)",3750,250,,752,1625
3897,Bagel com IREKS PANE LIEVITO MADRE C50 | IREKS IDEAL FLEX,"Farinha de trigo especial (50%, 2500g); IREKS PANE LIEVITO MADRE C50 (50%, 2500g); IREKS IDEAL FLEX (0,5%, 25g); Gelo (8%, 400g); Margarina (4%, 200g); Fermento fresco (4%, 200g); Água (gelada) (40%, 2000ml)","Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Peso das peças sugerido: 50 g ou no tamanho desejado Descanso da massa: 20 minutos cobertas com plástico Formato: bagel Fermentação: 30 minutos ou até obter o ponto Cozimento: emergir as peças em água fervente, deixar por 2 minutos de cada lado Temperatura do forno: 230°C Tempo de forneamento: fornear sem vapor por 15 minutos ou até obter o ponto Rendimento: 156 bagels de aprox. 50 g cada","Gergelim preto (1%, gg); Gergelim (1%, gg); Chia (1%, gg)",,,,,7825,150,,,
3929,Cobertura Pascal com IREKS COBERTURA PASCAL,"IREKS COBERTURA PASCAL (100%, 2000g); Água (temperatura ambiente)* (30%, 600ml)","• Colocar o produto IREKS e a água na batedeira; • Misturar por 3 minutos na velocidade 1 (com batedor tipo raquete); • Aplicar aprox. 130 g sobre a superfície de colombas ou aprox. 100 g sobre a superfície de panetones ou produto desejado; • Peneirar com açúcar de confeiteiro ou cacau em pó e, se desejar, decorar com xerém de caju, amêndoas filetadas, xerém de amendoim, castanhas, nozes ou cerejas e levar ao forno. • Total da massa crua: 2.600 g • Total da massa assada: 2.444 g • Rendimento médio: 20 colombas ou 26 panetones *Obs: utilizar de 25 a 30% de água de acordo com o tipo da aplicação. Dica: A cobertura pronta pode ser armazenada por até 7 dias na geladeira.",,,https://www.youtube.com/shorts/M3mirVwa7n8,,"Açúcar de confeiteiro (25%, gg)",2600,,,500,
3938,Colomba Charge com IREKS PANETTONE LIEVITO MADRE C50 | IREKS COBERTURA PASCAL,"Pré-fermento (esponja) (48,5%, 4850g); Farinha de trigo especial (20%, 2000g); IREKS PANETTONE LIEVITO MADRE C50 (50%, 5000g); Gotas de chocolate (30%, 3000g); Amendoim (metade torrado sem sal) (10%, 1000g); Fermento fresco (2%, 200g); Água (gelada) (30,5%, 3050ml)","Preparo da farofa: misturar todos os ingredientes manualmente até obter uma farofa homogênea, reservar Cobertura Pascal: colocar os ingredientes na batedeira, bater 3 minutos na velocidade 1, reservar na geladeira para aplicar antes do forneamento Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1, até obter o ponto de véu na velocidade 2 e mais 2 minutos na velocidade 1 (para misturar os ingredientes do recheio) Peso das peças sugerido: 200 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: modelar a parte do meio com uma peça de 200 g, recheando com doce de leite, dividir uma peça em duas partes, rechear com doce de leite e fazer as asas Fermentação: 60 minutos ou até obter o ponto Finalização: aplicar a farofa sobre as peças Temperatura do forno: 170°C Tempo de forneamento: 35 minutos sem vapor ou até obter o ponto Dica: pode ser aplicado gotas de chocolate e amendoim sobre a farofa Rendimento: 47 colombas de aprox. 563 g cada *Obs: Para melhor resultado não fermentar muito o produto antes do forneamento.","IREKS COBERTURA PASCAL (22%, gg); Água (temperatura ambiente) (30%, mlml)",,,"Doce de leite (forneável) (90%, gg)","Farinha de trigo especial (22%, gg); Açúcar (refinado) (14%, gg); Manteiga (9%, gg)",19100,5200,,4500,9000
3940,Colomba Floresta Negra com IREKS PANETTONE LIEVITO MADRE C50 | IREKS COBERTURA PASCAL,"Pré-fermento (esponja) (48,5%, 4850g); Farinha de trigo especial (20%, 2000g); IREKS PANETTONE LIEVITO MADRE C50 (50%, 5000g); Gotas de chocolate (congeladas) (25%, 2500g); Cerejas (cortadas ao meio) (25%, 2500g); Fermento fresco (2%, 200g); Água (gelada) (30,5%, 3050ml)","Cobertura Pascal: colocar os ingredientes na batedeira, bater 3 minutos na velocidade 1, reservar na geladeira para aplicar antes do forneamento Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1, até obter o ponto de véu na velocidade 2 e mais 2 minutos na velocidade 1 (para misturar os ingredientes do recheio) Peso das peças sugerido: 200 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: modelar a parte do meio com uma peça de 200 g, dividir uma peça em duas partes, e modelar as asas Fermentação: 60 minutos ou até obter o ponto Finalização: aplicar a cobertura e polvilhar açúcar de confeiteiro com cacau alcalino Temperatura do forno: 170°C Tempo de forneamento: 35 minutos sem vapor ou até obter o ponto Rendimento: 50 colombas de aprox. 491 g cada","IREKS COBERTURA PASCAL (100%, gg); Água (temperatura ambiente) (30%, mlml)",,,,"Açúcar de confeiteiro (2%, gg); Cacau (alcalino em pó) (2%, gg)",20100,6500,,400,
3942,Colomba Talento com IREKS PANETTONE LIEVITO MADRE C50 | IREKS COBERTURA PASCAL | IREKS MALTE DARK,"Pré-fermento (esponja) (48,5%, 4850g); Farinha de trigo especial (20%, 2000g); IREKS PANETTONE LIEVITO MADRE C50 (50%, 5000g); IREKS MALTE DARK (3%, 300g); Cacau (alcalino em pó) (3%, 300g); Óleo vegetal (3%, 300g); Fermento fresco (2%, 200g); Água (gelada) (32%, 3200ml)","Cobertura Pascal: colocar os ingredientes na batedeira, bater 3 minutos na velocidade 1, reservar na geladeira para aplicar antes do forneamento Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1, até obter o ponto de véu na velocidade 2 e mais 2 minutos na velocidade 1 (para misturar os ingredientes do recheio) Peso das peças sugerido: 275 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: modelar a parte do meio com uma peça de 275 g, dividir uma peça em duas partes e modelar as asas Fermentação: 60 minutos ou até obter o ponto Finalização: aplicar a cobertura e polvilhar açúcar de confeiteiro sobre as peças Temperatura do forno: aplicar a cobertura e polvilhar açúcar de confeiteiro sobre as peças Tempo de forneamento: 35 minutos sem vapor ou até obter o ponto Rendimento: 41 colombas de aprox. 627 g cada","IREKS COBERTURA PASCAL (100%, gg); Água (temperatura ambiente) (30%, mlml)",,,"Gotas de chocolate (32%, gg); Cerejas (picadas) (16%, gg); Nozes (quebradas) (8%, gg); Castanha-de-caju (granulada) (6%, gg); Damasco (picado) (3,2%, gg)","Açúcar de confeiteiro (4%, gg)",16150,5200,,400,6250
3944,Colomba Capuccino com IREKS PANETTONE LIEVITO MADRE C50 | IREKS COBERTURA PASCAL | IREKS MALTE CARAMEL | IREKS MALTE DARK,"Pré-fermento (esponja) (48,5%, 4850g); Farinha de trigo especial (20%, 200g); IREKS PANETTONE LIEVITO MADRE C50 (50%, 5000g); IREKS MALTE CARAMEL (2%, 200g); IREKS MALTE DARK (1%, 100g); Café (em pó solúvel) (1%, 100g); Óleo vegetal (3%, 300g); Fermento fresco (2%, 200g); Água (gelada) (32%, 3200ml)","Cobertura Pascal: colocar os ingredientes na batedeira, bater 3 minutos na velocidade 1, reservar na geladeira para aplicar antes do forneamento Tempo de preparo dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1, até obter o ponto de véu na velocidade 2 e mais 2 minutos na velocidade 1 (para misturar os ingredientes do recheio) Peso das peças sugerido: 275 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: modelar a parte do meio com uma peça de 275 g, dividir uma peça em duas partes e modelar as asas Fermentação: 60 minutos ou até obter o ponto Finalização: aplicar a cobertura, distribuir as amêndoas sobre a cobertura e polvilhar o açúcar de confeiteiro Temperatura do forno: 170°C Tempo de forneamento: 39 minutos sem vapor ou até obter o ponto Rendimento: 41 colombas de aprox. 642 g cada","IREKS COBERTURA PASCAL (100%, gg); Água (temperatura ambiente) (30%, mlml)",,,"Amêndoas (inteiras torradas) (24%, gg); Uvas-passas brancas (24%, gg); Nozes (quebradas) (12%, gg)","Amêndoas (inteiras) (6%, gg); Açúcar de confeiteiro (4%, gg)",15950,5200,,1000,6000
